credibility_score,generation_origin_level,generation_origin_rationale,generation_origin_score,notes,top_claim_confidence,top_claim_status,url
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: SEA). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/1pv5PJbs1IM
68.29,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: ASTRO ALEXANDRA). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/qDEyMjzSZHs
67.35,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: National Science Foundation News). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/gN0rfdy1uKE
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Geospatial World). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/06oCv4Fa8Oo
67.87,low,Human-generated content likely.,1.3,"Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: RootSaid - Robotics, Electronics & Technology). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).",0.52,not_enough_evidence,https://www.youtube.com/shorts/6X_N4qW19T4
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Kaush). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/2z6nfBjuR_o
67.56,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: SpaceNews). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/NGDbZQuu0B8
63.91,low,Human-generated content likely.,34.17,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: AI News & Strategy Daily | Nate B Jones). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.62,not_enough_evidence,https://www.youtube.com/shorts/UaaN6V993Mw
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Sea&me). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/Q4NY9M7Dfbo
68.18,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Toyota Research Institute). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/ZFqCiS1W9M0
68.39,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: EVNautilus). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/BH3aCCBjY6o
67.56,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Unraveling Architecture). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/H3rTP_7XyFk
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Good Vibes - Binaural Beats). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/za9qjISJmPs
67.98,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: johnnielawson). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/si1lI241upE
67.46,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Maci and Abels Vision). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/zzu7sMRg1d0
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Elizabeth and Briceida Learning & Fun). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/pcNTCQLdABI
68.18,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Brian & Marisa). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/f2LgD7Zsigw
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: 5-MINUTE MAGIC). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/RhqxFNh-qhs
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Nico). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/XS6bzlLIvW0
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Sick Science!). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/PfZYTHsuWZQ
68.29,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: RainRider Ambience). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/FXJhpMHCcRk
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: lopezexplora). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/ptiS1yXodpM
68.18,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Awesome Nature). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/Gu580hYbxf8
67.87,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: An Adventure with Nick & Rachel). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/ppwbPeGZYTA
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Visbeen Architects). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/uGXa0XoGt4w
67.98,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Design vs. Build). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/_wCHi1l1NcE
67.66,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: theArchicreator). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/mI7vgZsz0rk
67.87,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: LearningEnglishPRO). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/41YQ3Gu7m98
67.46,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Coraubanne). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/y_kbj9Npbvw
68.08,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Quiet Kitchen). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/6ac1z0sHH90
68.08,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Astro Kirsten). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/5kHypJFtf3w
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Lubię Tworzyć). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/W7-M4_idLMc
67.98,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: The Royal Society). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/V9NmfGO8bEY
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: LearnToStargaze). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/55RE7Ih8rvA
68.29,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Nature's Eye). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/9ciMlAlYe48
67.56,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Corridor Crew). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/KJuzniJ4yno
67.98,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ventuno Art). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/FksRkYjGg8k
72.0,low,Human-generated content likely.,1.52,Could not fetch YouTube metadata via yt-dlp. | Could not fetch YouTube metadata via oEmbed fallback. | Recovered metadata from YouTube watch-page scraping fallback. | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks.,,,https://www.youtube.com/shorts/ZGELPRxvfZw
68.29,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: RainRider Ambience). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/KTiKF7WMUPg
67.25,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Corridor Crew). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/x4YsTyxs49c
67.77,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Welcome To Nana's). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/C6PhwSIp_-w
67.04,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Could not fetch YouTube metadata via oEmbed fallback. | Recovered metadata from YouTube watch-page scraping fallback. | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks.,0.52,not_enough_evidence,https://www.youtube.com/shorts/rGh47m8mLg0
67.35,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Hypno Motion). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/sMrA8LvxTdE
68.08,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ventuno Art). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/ne9-mMsh6yc
68.18,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Nature's Eye). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/YdNZ1lgnbPM
67.87,low,Human-generated content likely.,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ventuno Art). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,0.52,not_enough_evidence,https://www.youtube.com/shorts/Ff9BQUkhTZ4
