credibility_score,error,evidence_level,evidence_total_tokens,generation_origin_level,generation_origin_score,notes,raw,top_claim_confidence,top_claim_status,url
67.87,,low,20,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: The Travel Shack). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/Hc0dFVz8Z5o
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: That's Amazing Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/v4IlwQInULQ
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Hydraulic Guy). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/dyUed97vESs
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Joshua Weissman). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/YugawDL8G4M
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ryden Films). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/mUcS2bIy6Lk
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: 15-Seconds Gadgets). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/MprxJKJ5RC8
,invalid_json,,,,,,,,,https://www.youtube.com/shorts/w4kMt3sXZoM
,invalid_json,,,,,,,,,https://www.youtube.com/shorts/UxXxnS6AbDo
,invalid_json,,,,,,,,,https://www.youtube.com/shorts/flh6ZpFawFo
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: xememz). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/rVwRoSF9_1Q
70.19,,low,25,low,1.31,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: The Blast Zone (Exparimant)). | Could not fetch YouTube transcript (disabled/unavailable). | Recovered on-screen text using frame OCR fallback. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/KriiolXfPPY
67.87,,low,20,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: CELEBTRUTHS). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/jfmG2iigvG8
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: DhMadie). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/OxiH1xzJhgA
68.29,,low,24,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: ESC Baig). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/IxzRPI3CL3w
70.4,,low,27,low,1.31,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: America's Funniest Home Videos). | Could not fetch YouTube transcript (disabled/unavailable). | Recovered on-screen text using frame OCR fallback. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/s0e24Oak93o
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: JR•Memes). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/X2cEvpFoaKQ
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Pets Universe). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/EBohWCR33zs
67.98,,low,21,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Aurvia). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/wYhC2MXliGk
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Slime Masters). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/PdxfqLj439o
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: SafariClips). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/C64TlSC1PXE
68.39,,low,25,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Fox News). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/X-ky2lIGJX8
70.09,,low,24,low,1.31,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: House of Highlights). | Could not fetch YouTube transcript (disabled/unavailable). | Recovered on-screen text using frame OCR fallback. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/-Nf6tZst7fw
70.09,,low,24,low,1.31,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: SocialPost Finance). | Could not fetch YouTube transcript (disabled/unavailable). | Recovered on-screen text using frame OCR fallback. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/Pm7bR2e6kcM
67.04,,low,12,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Could not fetch YouTube metadata via oEmbed fallback. | Recovered metadata from YouTube watch-page scraping fallback. | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/Ibc3hflWKLQ
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Chillin' with Rachel 💛). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/sVorW62B8yM
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ur SmartMaker Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/leMefrvElYA
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: study Motivation). | Could not fetch YouTube transcript (disabled/unavailable). | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback). | Applied sparse-text score calibration to reduce flat scoring under limited extracted evidence.,,0.52,not_enough_evidence,https://www.youtube.com/shorts/wttsweiGXZ8
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Techno Ruhez). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/tMvOp-pbyb8
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Kyle Istook). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/G1lURknjmxM
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Jacksinfo). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/xFYkuraE5gQ
68.18,,low,23,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: emma). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/FNgxSv2vfZY
68.08,,low,22,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Priyanka Tilawat). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/fG2CO2HPhRc
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ryden Films). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/H_YiO7IP8F0
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Maor Benezri). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/yeukgKerfqM
67.25,,low,14,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ben Lionel Scott). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/48BnYG54694
68.08,,low,22,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Bittersweet Vibes). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/fxn9pORPOTo
68.29,,low,24,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: PogMoments). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/SHWvFyOT5cs
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: JustKay). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/MU3yH489oZY
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Panda Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/Tjrho4MWuTM
67.98,,low,21,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: FeignedKey479). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/VvXlIkTtJow
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: GG_Sheed). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/utAPr-JssTY
67.56,,low,17,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Pickyourtrail). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/PeVuVY8EJYA
67.25,,low,14,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: JT Casey). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/xddSSmo3CIo
67.87,,low,20,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: The Travel Shack). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/sKDr4wKPeF8
68.6,,low,27,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Tanyaa's Terror Tales). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/b1YJb3dA3Zk
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: UNSTOPPABLE). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/fHyQSQd6fQ4
68.6,,low,27,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Sonu Sharma Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/dHaKNQEz7Ns
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: javeed hashim 94). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/-TjojsxYU6U
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Jeffrey X). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/nxh-f_UOVcM
67.87,,low,20,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Animals and Pets Antics Hub). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/PA5tPdCeQpo
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Fox Business). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/yLcLHLmewRw
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: DragonC). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/UriesRczjSM
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Exit 32 Productions). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/8vPGSjFQgOk
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Random Walk with Multiple Drifts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/1_3WUR6tBKs
67.77,,low,19,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: ISSEI / いっせい). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/wqMQNIlzdGk
67.87,,low,20,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Anukriti Rawat). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/sT4gBBdgDuQ
67.35,,low,15,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Panda Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/xaXVaXfTG0c
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Orange cat). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/Hh0WJ18fut8
68.49,,low,26,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: EBB Super Star). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/a5CNaTHwPXA
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: boxtoxtv). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/sLR-1sZqROo
67.66,,low,18,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Lucas Veuve). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/S-A1upowdJI
67.98,,low,21,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: the Curious Pixie). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/He7oCf7hO8A
67.46,,low,16,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ben Lionel Scott). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/H6dImOh3yBM
67.04,,low,12,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Miracle Baez). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/z_xRkaWvjW0
67.25,,low,14,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: CuteSealGamer). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/MSvkCl-tN5w
68.7,,low,28,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Times Now Navbharat). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/NeZEhryEIcg
68.39,,low,25,low,1.3,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: AVERIE AND HUNTER | THE BANKS). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,,0.52,not_enough_evidence,https://www.youtube.com/shorts/GaU2og5snfk
