credibility_score,credibility_vs_reconstructed_delta,error,evidence_asr_tokens,evidence_caption_tokens,evidence_level,evidence_ocr_tokens,evidence_quality_score,evidence_total_tokens,evidence_transcript_tokens,generation_origin_excluded_from_credibility,generation_origin_level,generation_origin_rationale,generation_origin_score,manipulation_score,misinformation_score,notes,reconstructed_credibility_score,scam_score,top_claim_confidence,top_claim_status,uncertainty_score,url,weighted_evidence_quality_penalty,weighted_manipulation_penalty,weighted_misinformation_penalty,weighted_scam_penalty,weighted_total_penalty,weighted_uncertainty_penalty
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Shivkumar Nishad). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/9LTJIJ2vkl8,11.1876,0.0,6.9904,2.4,28.942,8.364
53.14,-18.0052,,0,19,low,0,93.08,19,0,True,low,Human-generated content likely.,1.07,0.0,20.48,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Crazy Mallik). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.15,10.0,0.28,not_enough_evidence,69.35,https://www.youtube.com/shorts/bkTq1esoo-c,11.1696,0.0,6.9632,2.4,28.8548,8.322
54.72,-16.9936,,0,20,low,0,88.92,20,0,True,low,Human-generated content likely.,1.08,0.0,20.4,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Arohi Sinha). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.71,10.0,0.28,not_enough_evidence,69.0,https://www.youtube.com/shorts/ajPIikEbIHM,10.6704,0.0,6.936,2.4,28.2864,8.28
55.07,-17.3448,,0,28,low,0,87.69,28,0,True,low,Human-generated content likely.,1.08,0.0,19.76,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: News18 Jammu Kashmir Ladakh Himachal). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.41,10.0,0.28,not_enough_evidence,66.2,https://www.youtube.com/shorts/xmmugIhvFw0,10.5228,0.0,6.7184,2.4,27.5852,7.944
54.72,-16.9936,,0,20,low,0,88.92,20,0,True,low,Human-generated content likely.,1.08,0.0,20.4,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: SandTastic ASMR). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.71,10.0,0.28,not_enough_evidence,69.0,https://www.youtube.com/shorts/riC-XC3CwsA,10.6704,0.0,6.936,2.4,28.2864,8.28
52.84,-17.5168,,0,10,low,0,94.46,10,0,True,low,Human-generated content likely.,1.07,0.0,21.2,Could not fetch YouTube metadata via yt-dlp. | Could not fetch YouTube metadata via oEmbed fallback. | Recovered metadata from YouTube watch-page scraping fallback. | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks.,70.36,10.0,0.28,not_enough_evidence,72.5,https://www.youtube.com/shorts/Re3-ngqr6LU,11.3352,0.0,7.208,2.4,29.6432,8.7
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: FauxFeast). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/LL_Hi9yHa74,11.1876,0.0,6.9904,2.4,28.942,8.364
54.72,-16.9936,,0,20,low,0,88.92,20,0,True,low,Human-generated content likely.,1.08,0.0,20.4,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: It’Sarah 💜). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.71,10.0,0.28,not_enough_evidence,69.0,https://www.youtube.com/shorts/Hk1xAH7AZ_s,10.6704,0.0,6.936,2.4,28.2864,8.28
54.81,-17.078,,0,22,low,0,88.62,22,0,True,low,Human-generated content likely.,1.08,0.0,20.24,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: StarBean). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.89,10.0,0.28,not_enough_evidence,68.3,https://www.youtube.com/shorts/9mKEJqCX0Mk,10.6344,0.0,6.8816,2.4,28.112,8.196
53.0,-17.7952,,0,15,low,0,93.69,15,0,True,low,Human-generated content likely.,1.07,0.0,20.8,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Maor Benezri). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.8,10.0,0.28,not_enough_evidence,70.75,https://www.youtube.com/shorts/9vN_htf-05w,11.2428,0.0,7.072,2.4,29.2048,8.49
53.14,-18.0052,,0,19,low,0,93.08,19,0,True,low,Human-generated content likely.,1.07,0.0,20.48,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: America's Funniest Home Videos). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.15,10.0,0.28,not_enough_evidence,69.35,https://www.youtube.com/shorts/PqVg_u7VUwA,11.1696,0.0,6.9632,2.4,28.8548,8.322
54.9,-17.1636,,0,24,low,0,88.31,24,0,True,low,Human-generated content likely.,1.08,0.0,20.08,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Europe Trotters). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.06,10.0,0.28,not_enough_evidence,67.6,https://www.youtube.com/shorts/Zq6PX4XPMFw,10.5972,0.0,6.8272,2.4,27.9364,8.112
54.85,-17.1264,,0,23,low,0,88.46,23,0,True,low,Human-generated content likely.,1.08,0.0,20.16,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Global Scenic). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.98,10.0,0.28,not_enough_evidence,67.95,https://www.youtube.com/shorts/3FV0FihjUpo,10.6152,0.0,6.8544,2.4,28.0236,8.154
54.25,-13.678,,0,22,low,0,88.62,22,0,True,low,Human-generated content likely.,9.11,22.0,20.24,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: David Beck). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,67.93,10.0,0.28,not_enough_evidence,68.3,https://www.youtube.com/shorts/lOPDr8C4z_A,10.6344,3.96,6.8816,2.4,32.072,8.196
53.14,-18.0052,,0,19,low,0,93.08,19,0,True,low,Human-generated content likely.,1.07,0.0,20.48,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Giggles App). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.15,10.0,0.28,not_enough_evidence,69.35,https://www.youtube.com/shorts/iQ6YV3b5_8w,11.1696,0.0,6.9632,2.4,28.8548,8.322
53.14,-18.0052,,0,19,low,0,93.08,19,0,True,low,Human-generated content likely.,1.07,0.0,20.48,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Cooking Little). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.15,10.0,0.28,not_enough_evidence,69.35,https://www.youtube.com/shorts/eqxk2rVPbdA,11.1696,0.0,6.9632,2.4,28.8548,8.322
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ur SmartMaker Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/LIN0P-ydbs8,11.2056,0.0,7.0176,2.4,29.0292,8.406
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: VoyagerGlobetrot). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/deuBb3iCMW4,11.2056,0.0,7.0176,2.4,29.0292,8.406
54.85,-17.1264,,0,23,low,0,88.46,23,0,True,low,Human-generated content likely.,1.08,0.0,20.16,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Legends attitude). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.98,10.0,0.28,not_enough_evidence,67.95,https://www.youtube.com/shorts/RbeKYjD0bUI,10.6152,0.0,6.8544,2.4,28.0236,8.154
54.77,-17.0308,,0,21,low,0,88.77,21,0,True,low,Human-generated content likely.,1.08,0.0,20.32,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Tyrecordslol). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.8,10.0,0.28,not_enough_evidence,68.65,https://www.youtube.com/shorts/uRHFOGI3un0,10.6524,0.0,6.9088,2.4,28.1992,8.238
53.0,-17.7952,,0,15,low,0,93.69,15,0,True,low,Human-generated content likely.,1.07,0.0,20.8,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: ComedyVault). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.8,10.0,0.28,not_enough_evidence,70.75,https://www.youtube.com/shorts/vuYiZMNE4ww,11.2428,0.0,7.072,2.4,29.2048,8.49
54.94,-17.212,,0,25,low,0,88.15,25,0,True,low,Human-generated content likely.,1.08,0.0,20.0,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: CNBC Awaaz.). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.15,10.0,0.28,not_enough_evidence,67.25,https://www.youtube.com/shorts/HsDFpu9te8U,10.578,0.0,6.8,2.4,27.848,8.07
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Camera Bro). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/EDgQBkQ_Sc0,11.2056,0.0,7.0176,2.4,29.0292,8.406
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Clean 5). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/SsDweq2YIeg,11.2056,0.0,7.0176,2.4,29.0292,8.406
54.85,-17.1264,,0,23,low,0,88.46,23,0,True,low,Human-generated content likely.,1.08,0.0,20.16,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Rishabh tiwari Editz). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.98,10.0,0.28,not_enough_evidence,67.95,https://www.youtube.com/shorts/NIiARfQzMDM,10.6152,0.0,6.8544,2.4,28.0236,8.154
53.04,-17.8424,,0,16,low,0,93.54,16,0,True,low,Human-generated content likely.,1.07,0.0,20.72,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ben Lionel Scott). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.88,10.0,0.28,not_enough_evidence,70.4,https://www.youtube.com/shorts/5f7E4DQG6kk,11.2248,0.0,7.0448,2.4,29.1176,8.448
54.94,-17.212,,0,25,low,0,88.15,25,0,True,low,Human-generated content likely.,1.08,0.0,20.0,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: PaperEarn). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.15,10.0,0.28,not_enough_evidence,67.25,https://www.youtube.com/shorts/hyp-Cjt5Bq0,10.578,0.0,6.8,2.4,27.848,8.07
55.07,-17.3448,,0,28,low,0,87.69,28,0,True,low,Human-generated content likely.,1.08,0.0,19.76,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Aaj Tak). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.41,10.0,0.28,not_enough_evidence,66.2,https://www.youtube.com/shorts/3SILFaNLzw4,10.5228,0.0,6.7184,2.4,27.5852,7.944
54.77,-17.0308,,0,21,low,0,88.77,21,0,True,low,Human-generated content likely.,1.08,0.0,20.32,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Motivation4lines). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.8,10.0,0.28,not_enough_evidence,68.65,https://www.youtube.com/shorts/A1I0jfEEXVk,10.6524,0.0,6.9088,2.4,28.1992,8.238
52.77,-17.4112,,0,8,low,0,94.77,8,0,True,low,Human-generated content likely.,1.07,0.0,21.36,Could not fetch YouTube metadata via yt-dlp. | Could not fetch YouTube metadata via oEmbed fallback. | Recovered metadata from YouTube watch-page scraping fallback. | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks.,70.18,10.0,0.28,not_enough_evidence,73.2,https://www.youtube.com/shorts/BZuBtn9orlA,11.3724,0.0,7.2624,2.4,29.8188,8.784
52.97,-17.7368,,0,14,low,0,93.85,14,0,True,low,Human-generated content likely.,1.07,0.0,20.88,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: TechBurner Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.71,10.0,0.28,not_enough_evidence,71.1,https://www.youtube.com/shorts/nGQcUdLg46M,11.262,0.0,7.0992,2.4,29.2932,8.532
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Wild Clips). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/r4so4HehWnY,11.1876,0.0,6.9904,2.4,28.942,8.364
54.81,-17.078,,0,22,low,0,88.62,22,0,True,low,Human-generated content likely.,1.08,0.0,20.24,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Fin and Meg). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.89,10.0,0.28,not_enough_evidence,68.3,https://www.youtube.com/shorts/eibBO5WeYUU,10.6344,0.0,6.8816,2.4,28.112,8.196
53.14,-18.0052,,0,19,low,0,93.08,19,0,True,low,Human-generated content likely.,1.07,0.0,20.48,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Ur SmartMaker Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.15,10.0,0.28,not_enough_evidence,69.35,https://www.youtube.com/shorts/orlnhF71a-8,11.1696,0.0,6.9632,2.4,28.8548,8.322
54.72,-16.9936,,0,20,low,0,88.92,20,0,True,low,Human-generated content likely.,1.08,0.0,20.4,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: News Editor). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.71,10.0,0.28,not_enough_evidence,69.0,https://www.youtube.com/shorts/0rwWyY8VyZw,10.6704,0.0,6.936,2.4,28.2864,8.28
55.21,-17.4676,,0,31,low,0,87.23,31,0,True,low,Human-generated content likely.,1.08,0.0,19.52,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Biography shorts 300). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,72.68,10.0,0.28,not_enough_evidence,65.15,https://www.youtube.com/shorts/8J3owN3E_sk,10.4676,0.0,6.6368,2.4,27.3224,7.818
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: ISSEI / いっせい). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/BCz2tp8AI0c,11.2056,0.0,7.0176,2.4,29.0292,8.406
54.77,-17.0308,,0,21,low,0,88.77,21,0,True,low,Human-generated content likely.,1.08,0.0,20.32,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: BBC News). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.8,10.0,0.28,not_enough_evidence,68.65,https://www.youtube.com/shorts/uiu7JvKgCS0,10.6524,0.0,6.9088,2.4,28.1992,8.238
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: kaansanity). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/zcsanAnaqQk,11.1876,0.0,6.9904,2.4,28.942,8.364
54.85,-17.1264,,0,23,low,0,88.46,23,0,True,low,Human-generated content likely.,1.08,0.0,20.16,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Jelroo live). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.98,10.0,0.28,not_enough_evidence,67.95,https://www.youtube.com/shorts/yRlDsoZG5uw,10.6152,0.0,6.8544,2.4,28.0236,8.154
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: MostTechy Shorts). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/3c7_pPKFpBo,11.2056,0.0,7.0176,2.4,29.0292,8.406
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Kyle Istook). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/fqdSf7ZTANE,11.2056,0.0,7.0176,2.4,29.0292,8.406
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Fox News). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/bHFYVCWP-xY,11.1876,0.0,6.9904,2.4,28.942,8.364
54.81,-17.078,,0,22,low,0,88.62,22,0,True,low,Human-generated content likely.,1.08,0.0,20.24,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Chris Colditz). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.89,10.0,0.28,not_enough_evidence,68.3,https://www.youtube.com/shorts/JpjG4Zy1X7U,10.6344,0.0,6.8816,2.4,28.112,8.196
54.72,-16.9936,,0,20,low,0,88.92,20,0,True,low,Human-generated content likely.,1.08,0.0,20.4,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: memeboom). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.71,10.0,0.28,not_enough_evidence,69.0,https://www.youtube.com/shorts/xGReWB8BM8M,10.6704,0.0,6.936,2.4,28.2864,8.28
53.07,-17.9008,,0,17,low,0,93.38,17,0,True,low,Human-generated content likely.,1.07,0.0,20.64,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Mitesh Patil). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,70.97,10.0,0.28,not_enough_evidence,70.05,https://www.youtube.com/shorts/ovVTbWv2cRk,11.2056,0.0,7.0176,2.4,29.0292,8.406
53.11,-17.948,,0,18,low,0,93.23,18,0,True,low,Human-generated content likely.,1.07,0.0,20.56,Could not fetch YouTube metadata via yt-dlp. | Recovered metadata from YouTube oEmbed (author: Funnys). | Could not fetch YouTube transcript (disabled/unavailable). | Skipped heavy ASR/OCR/browser ingestion on API node to keep memory usage stable. | Using deterministic YouTube thumbnail URL fallback for visual metadata checks. | Added thumbnail metadata signals (open-source fallback).,71.06,10.0,0.28,not_enough_evidence,69.7,https://www.youtube.com/shorts/U4liY0Jf2ik,11.1876,0.0,6.9904,2.4,28.942,8.364
